Species,Length,Weight
Soleichthys siammakuti,8.24,NA
Soleichthys tubiferus,NA,NA
Solenostomus armatus,5.7,NA
Solenostomus cyanopterus,17,NA
Solenostomus halimeda,NA,NA
Solenostomus leptosoma,10,NA
Solenostomus paegnius,12,NA
Solenostomus paradoxus,12,NA
Solitas gruveli,20,NA
Solivomer arenidens,NA,NA
Solocisquama carinata,NA,NA
Solocisquama erythrina,13.55,NA
Solocisquama stellulata,9.3,NA
Somniosus antarcticus,438,NA
Somniosus longus,109.8,NA
Somniosus microcephalus,427,775000
Somniosus pacificus,440,NA
Somniosus rostratus,143,NA
Sonoda megalophthalma,6,NA
Sonoda paucilampa,NA,NA
Sonorolux fluminis,8,NA
Soromonichthys stearleyi,2.97,NA
Sorosichthys ananassa,8,NA
Sorsogona humerosa,12.5,NA
Sorsogona melanoptera,14.5,NA
Sorsogona nigripinna,20,NA
Sorsogona portuguesa,17,NA
Sorsogona prionota,22,NA
Sorsogona tuberculata,14,NA
Sorubim cuspicaudus,80,NA
Sorubim elongatus,32.2,260
Sorubim lima,54.2,1300
Sorubim maniradii,25.6,131.97
Sorubim trigonocephalus,50.7,NA
Sorubimichthys planiceps,150,NA
Spaniblennius clandestinus,NA,NA
Spaniblennius riodourensis,5.1,NA
Sparidentex belayewi,19.3,NA
Sparidentex datnia,NA,NA
Sparidentex hasta,58,NA
Sparidentex jamalensis,22.4,NA
Sparisoma amplum,39,NA
Sparisoma atomarium,25,NA
Sparisoma aurofrenatum,28,NA
Sparisoma axillare,43.6,NA
Sparisoma choati,31.4,NA
Sparisoma chrysopterum,46,NA
Sparisoma cretense,50,NA
Sparisoma frondosum,34.5,NA
Sparisoma griseorubrum,NA,NA
Sparisoma radians,20,NA
Sparisoma rocha,30.5,NA
Sparisoma rubripinne,47.8,NA
Sparisoma strigatum,45,NA
Sparisoma tuiupiranga,15.4,NA
Sparisoma viride,64,1600
Sparodon durbanensis,120,NA
Sparus aurata,70,17200
Spathodus erythrodon,8.5,NA
Spathodus marlieri,10,NA
Spatuloricaria atratoensis,34.04,NA
Spatuloricaria caquetae,37,NA
Spatuloricaria curvispina,40,NA
Spatuloricaria euacanthagenys,52,NA
Spatuloricaria evansii,28.2,126
Spatuloricaria fimbriata,8.41,NA
Spatuloricaria gymnogaster,370,235.3
Spatuloricaria lagoichthys,30.589,NA
Spatuloricaria nudiventris,20.35,NA
Spatuloricaria phelpsi,33.8,NA
Spatuloricaria puganensis,22,NA
Spatuloricaria tuira,16.56,NA
Spectracanthicus immaculatus,8.22,NA
Spectracanthicus murinus,6.4,NA
Spectracanthicus tocantinensis,9.33,NA
Spectracanthicus zuanoni,12.93,NA
Spectrolebias brousseaui,3.2,NA
Spectrolebias chacoensis,6,NA
Spectrolebias costai,4,NA
Spectrolebias filamentosus,5,NA
Spectrolebias inaequipinnatus,2.76,NA
Spectrolebias pilleti,3,NA
Spectrolebias reticulatus,2,NA
Spectrolebias semiocellatus,2.2,NA
Spectrunculus crassus,57.5,NA
Spectrunculus grandis,127,NA
Speleogobius trigloides,1.75,NA
Speolabeo musaei,7.74,NA
Speonectes tiomanensis,5.82,NA
Speoplatyrhinus poulsoni,7.2,NA
Sperata acicularis,180,NA
Sperata aor,180,NA
Sperata aorella,NA,NA
Sperata seenghala,150,NA
Sphaeramia nematoptera,8.5,NA
Sphaeramia orbicularis,10,NA
Sphaerichthys acrostoma,4.6,NA
Sphaerichthys osphromenoides,6,NA
Sphaerichthys selatanensis,4,NA
Sphaerichthys vaillanti,3.9,NA
Sphaerophysa dianchiensis,NA,NA
Sphagemacrurus decimalis,NA,NA
Sphagemacrurus gibber,NA,NA
Sphagemacrurus grenadae,25,NA
Sphagemacrurus hirundo,21,NA
Sphagemacrurus pumiliceps,25,NA
Sphagemacrurus richardi,20,NA
Sphoeroides andersonianus,NA,NA
Sphoeroides angusticeps,25,NA
Sphoeroides annulatus,44,NA
Sphoeroides dorsalis,20,NA
Sphoeroides georgemilleri,NA,NA
Sphoeroides greeleyi,18,NA
Sphoeroides kendalli,18,NA
Sphoeroides lispus,35.2,NA
Sphoeroides lobatus,25,NA
Sphoeroides maculatus,36,NA
Sphoeroides marmoratus,20,NA
Sphoeroides nephelus,30,NA
Sphoeroides nitidus,NA,NA
Sphoeroides pachygaster,40.5,NA
Sphoeroides parvus,15,NA
Sphoeroides rosenblatti,21.92,NA
Sphoeroides sechurae,17,NA
Sphoeroides spengleri,30,NA
Sphoeroides testudineus,38.8,400
Sphoeroides trichocephalus,10.5,NA
Sphoeroides tyleri,12,3.9
Sphoeroides yergeri,NA,NA
Sphyraena acutipinnis,80,NA
Sphyraena afra,205,50000
Sphyraena arabiansis,142,NA
Sphyraena argentea,145,12020
Sphyraena barracuda,200,50000
Sphyraena borealis,46,NA
Sphyraena chrysotaenia,32.2,NA
Sphyraena ensis,127,9520
Sphyraena flavicauda,60,NA
Sphyraena forsteri,75,NA
Sphyraena guachancho,200,1750
Sphyraena helleri,80,1812
Sphyraena iburiensis,23,NA
Sphyraena idiastes,91,NA
Sphyraena intermedia,NA,NA
Sphyraena japonica,35,NA
Sphyraena jello,150,11500
Sphyraena lucasana,70,NA
Sphyraena novaehollandiae,100,NA
Sphyraena obtusata,55,NA
Sphyraena picudilla,61,1140
Sphyraena pinguis,50,NA
Sphyraena putnamae,90,NA
Sphyraena qenie,170,7140
Sphyraena sphyraena,165,3620
Sphyraena tome,45,NA
Sphyraena viridensis,128,8200
Sphyraena waitii,31,NA
Sphyraenops bairdianus,NA,NA
Sphyrna corona,92,NA
Sphyrna couardi,300,NA
Sphyrna gilberti,47.1,NA
Sphyrna lewini,430,152400
Sphyrna media,150,NA
Sphyrna mokarran,610,449500
Sphyrna tiburo,150,10760
Sphyrna tudes,134,NA
Sphyrna zygaena,500,400000
Spicara alta,30,125
Spicara australis,30,NA
Spicara axillaris,38,NA
Spicara maena,25,NA
Spicara martinicus,NA,NA
Spicara melanurus,32.8,NA
Spicara nigricauda,20,NA
Spicara smaris,20,NA
Spicomacrurus adelscotti,16,NA
Spicomacrurus dictyogadus,NA,NA
Spicomacrurus kuronumai,20,NA
Spicomacrurus mccoskeri,NA,NA
Spinachia spinachia,22,NA
Spinibarbus babeensis,NA,NA
Spinibarbus brevicephalus,NA,NA
Spinibarbus caldwelli,32.5,NA
Spinibarbus denticulatus,41.5,1000
Spinibarbus hollandi,34,NA
Spinibarbus maensis,NA,NA
Spinibarbus nammauensis,NA,NA
Spinibarbus ovalius,NA,NA
Spinibarbus sinensis,47.1,25000
Spinibarbus vittatus,NA,NA
Spinicapitichthys spiniceps,15.24,NA
Spinilophus armatus,17.4,NA
Spiniphryne duhameli,NA,NA
Spiniphryne gladisfenae,NA,NA
Spinipterus acsi,3.2,NA
Spiniraja whitleyi,200,NA
Spintherobolus ankoseion,2.79,NA
Spintherobolus broccae,2.56,NA
Spintherobolus leptoura,2.75,NA
Spintherobolus papilliferus,6.08,NA
Spirinchus lanceolatus,70,NA
Spirinchus starksi,23,NA
Spirinchus thaleichthys,20,NA
Spondyliosoma cantharus,60,1220
Spondyliosoma emarginatum,45,NA
Spottobrotula amaculata,40.5,NA
Spottobrotula mahodadi,NA,NA
Spratelloides delicatulus,7,NA
Spratelloides gracilis,10.5,NA
Spratelloides lewisi,6,NA
Spratelloides robustus,12,NA
Spratellomorpha bianalis,4.5,NA
Sprattus antipodum,12,NA
Sprattus fuegensis,18,NA
Sprattus muelleri,13,NA
Sprattus novaehollandiae,14,NA
Sprattus sprattus,16,NA
Springeratus caledonicus,NA,NA
Springeratus polyporatus,4.97,NA
Springeratus xanthosoma,8.2,NA
Springeria folirostris,40,NA
Springeria longirostris,75,NA
Springerichthys bapturus,6.5,NA
Springerichthys kulbickii,3.5,NA
Squalidus argentatus,18.2,62.7
Squalidus atromaculatus,11,NA
Squalidus banarescui,6.3,NA
Squalidus chankaensis,13.6,NA
Squalidus gracilis,15.6,NA
Squalidus homozonus,NA,NA
Squalidus iijimae,10,NA
Squalidus intermedius,8,NA
Squalidus japonicus,14,NA
Squalidus mantschuricus,NA,NA
Squalidus minor,5.1,NA
Squalidus multimaculatus,NA,NA
Squalidus nitens,NA,NA
Squalidus wolterstorffi,15.8,31.7
Squaliforma annae,9.8,NA
Squaliforma biseriata,11.3,NA
Squaliforma emarginata,15,NA
Squaliforma gomesi,14.3,NA
Squaliforma horrida,35.5,NA
Squaliforma phrixosoma,10.1,NA
Squaliforma scopularia,49.5,NA
Squaliforma squalina,33.6,NA
Squaliforma tenuicauda,45,960
Squaliforma tenuis,19.5,NA
Squaliforma villarsi,32,NA
Squaliforma virescens,7.3,NA
Squaliobarbus curriculus,48.8,1603
Squaliolus aliae,22,NA
Squaliolus laticaudus,22,NA
Squalius adanaensis,18,NA
Squalius agdamicus,NA,NA
Squalius alburnoides,25,NA
Squalius albus,20,NA
Squalius anatolicus,21.94,NA
Squalius aphipsi,16,NA
Squalius aradensis,13.1,NA
Squalius aristotelis,15.7,NA
Squalius berak,20.1,NA
Squalius cappadocicus,NA,NA
Squalius carinus,NA,NA
Squalius carolitertii,25,NA
Squalius castellanus,NA,NA
Squalius cephaloides,NA,NA
Squalius cephalus,60,8000
Squalius cii,28.9,NA
Squalius fellowesii,16,NA
Squalius ghigii,6.5,NA
Squalius illyricus,30,NA
Squalius janae,19.06,NA
Squalius keadicus,25,NA
Squalius kosswigi,22,NA
Squalius kottelati,21.8,NA
Squalius laietanus,13.54,NA
Squalius lepidus,23.7,NA
Squalius lucumonis,16,NA
Squalius malacitanus,7.61,NA
Squalius microlepis,34,NA
Squalius moreoticus,21,NA
Squalius orientalis,19.8,NA
Squalius orpheus,14.21,NA
Squalius pamvoticus,30,NA
Squalius peloponensis,30,NA
Squalius platyceps,47.2,1213.5
Squalius prespensis,25,NA
Squalius pursakensis,23,NA
Squalius pyrenaicus,26,NA
Squalius recurvirostris,NA,NA
Squalius seyhanensis,24,NA
Squalius spurius,NA,NA
Squalius squaliusculus,13,NA
Squalius squalus,60,NA
Squalius svallize,27.7,NA
Squalius tenellus,40,NA
Squalius torgalensis,11.8,NA
Squalius turcicus,NA,NA
Squalius ulanus,NA,NA
Squalius valentinus,17.5,NA
Squalius vardarensis,16,NA
Squalius zrmanjae,28,NA
Squalogadus modificatus,35,NA
Squaloliparis dentatus,45,3236
Squalomugil nasutus,NA,NA
Squalus acanthias,95,9100
Squalus albicaudus,52.5,NA
Squalus albifrons,74,NA
Squalus altipinnis,58.9,NA
Squalus bahiensis,69,NA
Squalus bassi,96,NA
Squalus blainville,100,1660
Squalus brevirostris,60,NA
Squalus bucephalus,90,NA
Squalus chloroculus,85.6,NA
Squalus crassispinus,47.6,NA
Squalus cubensis,110,NA
Squalus edmundsi,70,NA
Squalus formosus,73.4,NA
Squalus grahami,60.2,NA
Squalus griffini,89.9,NA
Squalus hemipinnis,52.2,NA
Squalus japonicus,91,NA
Squalus lalannei,61.5,NA
Squalus lobularis,64,NA
Squalus mahia,50,NA
Squalus margaretsmithae,54.3,NA
Squalus megalops,72,NA
Squalus melanurus,NA,NA
Squalus mitsukurii,89.8,NA
Squalus montalbani,84,NA
Squalus nasutus,49.9,NA
Squalus notocaudatus,61.9,NA
Squalus quasimodo,NA,NA
Squalus rancureli,NA,NA
Squalus raoulensis,68.1,NA
Squalus suckleyi,140,NA
Squamicreedia obtusa,8,NA
Squatina aculeata,188,NA
Squatina africana,80,NA
Squatina albipunctata,98.5,17000
Squatina argentina,170,NA
Squatina armata,NA,NA
Squatina australis,152,NA
Squatina caillieti,NA,NA
Squatina californica,152,NA
Squatina david,78.7,NA
Squatina dumeril,152,NA
Squatina formosa,55.4,NA
Squatina guggenheim,129,NA
Squatina heteroptera,49,NA
Squatina japonica,200,NA
Squatina legnota,134.1,NA
Squatina mexicana,88,NA
Squatina nebulosa,NA,NA
Squatina occulta,120,NA
Squatina oculata,160,NA
Squatina pseudocellata,75.1,NA
Squatina punctata,87,NA
Squatina squatina,183,80000
Squatina tergocellata,135,NA
Squatina tergocellatoides,63,NA
Squatina varii,124.2,NA
Stalix davidsheni,NA,NA
Stalix dicra,3.9,NA
Stalix eremia,3.4,NA
Stalix flavida,NA,NA
Stalix histrio,3,NA
Stalix immaculata,NA,NA
Stalix moenensis,7.2,NA
Stalix omanensis,4.2,NA
Stalix sheni,NA,NA
Stalix toyoshio,4.32,NA
Stalix versluysi,3.8,NA
Stanulus seychellensis,4,NA
Stanulus talboti,4.8,NA
Starksia atlantica,2.5,NA
Starksia brasiliensis,3.5,NA
Starksia cremnobates,NA,NA
Starksia culebrae,2.7,NA
Starksia elongata,2.7,NA
Starksia fasciata,2.69,NA
Starksia fulva,4.5,NA
Starksia galapagensis,4.5,NA
Starksia grammilaga,NA,NA
Starksia greenfieldi,1.9,NA
Starksia guadalupae,NA,NA
Starksia guttata,4.572,NA
Starksia hassi,4,NA
Starksia hoesei,NA,NA
Starksia langi,1.7,NA
Starksia lepicoelia,3.4,NA
Starksia lepidogaster,NA,NA
Starksia leucovitta,2.49,NA
Starksia melasma,2.11,NA
Starksia multilepis,2.16,NA
Starksia nanodes,2.15,NA
Starksia occidentalis,NA,NA
Starksia ocellata,6,NA
Starksia posthon,4,NA
Starksia rava,2.53,NA
Starksia robertsoni,2.1,NA
Starksia sangreyae,1.6,NA
Starksia sella,2.77,NA
Starksia sluiteri,2.8,NA
Starksia smithvanizi,1.95,NA
Starksia spinipenis,5,NA
Starksia springeri,1.5,NA
Starksia starcki,4,NA
Starksia variabilis,3.3,NA
Starksia weigti,2.4,NA
Starksia williamsi,2.1,NA
Starksia y-lineata,2.1,NA
Stathmonotus culebrai,5,NA
Stathmonotus gymnodermis,4,NA
Stathmonotus hemphillii,5,NA
Stathmonotus lugubris,NA,NA
Stathmonotus sinuscalifornici,6.5,NA
Stathmonotus stahli,4,NA
Stathmonotus tekla,2.5,NA
Stauroglanis gouldingi,2.7,NA
Steatocranus bleheri,6.83,NA
Steatocranus casuarius,10,NA
Steatocranus gibbiceps,10,NA
Steatocranus glaber,5.3,NA
Steatocranus irvinei,10.7,NA
Steatocranus mpozoensis,5.5,NA
Steatocranus rouxi,6,NA
Steatocranus tinanti,6.3,NA
Steatocranus ubanguiensis,5.3,NA
Steatogenys duidae,20.9,NA
Steatogenys elegans,29.4,NA
Steatogenys ocellatus,40.5,NA
Steeneichthys nativitatus,3.2,NA
Steeneichthys plesiopsus,3,NA
Stegastes acapulcoensis,17,NA
Stegastes adustus,15,NA
Stegastes albifasciatus,13,NA
Stegastes altus,15,NA
Stegastes apicalis,15,NA
Stegastes arcifrons,13,NA
Stegastes aureus,11,NA
Stegastes baldwini,9,NA
Stegastes beebei,15,NA
Stegastes diencaeus,12.5,NA
Stegastes emeryi,10,NA
Stegastes fasciolatus,16.5,NA
Stegastes flavilatus,10,NA
Stegastes fuscus,12.6,NA
Stegastes gascoynei,15,NA
Stegastes imbricatus,10,NA
Stegastes insularis,11,NA
Stegastes leucorus,14,NA
Stegastes leucostictus,10,NA
Stegastes limbatus,15,NA
Stegastes lividus,11,NA
Stegastes lubbocki,NA,NA
Stegastes nigricans,14,NA
Stegastes obreptus,12,NA
Stegastes otophorus,13,NA
Stegastes partitus,10,NA
Stegastes pelicieri,14,NA
Stegastes pictus,7.5,NA
Stegastes planifrons,13,NA
Stegastes punctatus,13,NA
Stegastes rectifraenum,13.5,NA
Stegastes redemptus,12,NA
Stegastes rocasensis,8.5,NA
Stegastes sanctaehelenae,9,NA
Stegastes sanctipauli,9,NA
Stegastes uenfi,NA,NA
Stegastes variabilis,12.5,NA
Stegastes xanthurus,NA,NA
Stegophilus insidiosus,NA,NA
Stegophilus panzeri,4.1,NA
Stegophilus septentrionalis,4.4,NA
Stegostenopos cryptogenes,9.8,NA
Stegostoma fasciatum,354,NA
Steindachneria argentea,30,NA
Steindachneridion amblyurum,NA,NA
Steindachneridion doceanum,42,NA
Steindachneridion melanodermatum,53.2,NA
Steindachneridion parahybae,NA,NA
Steindachneridion punctatum,69.7,NA
Steindachneridion scriptum,90,5500
Steindachnerina amazonica,9.9,NA
Steindachnerina argentea,9.3,NA
Steindachnerina atratoensis,8.3,NA
Steindachnerina bimaculata,17.3,150.14
Steindachnerina binotata,13.3,NA
Steindachnerina biornata,18.8,98.7
Steindachnerina brevipinna,20.5,85
Steindachnerina conspersa,12.8,NA
Steindachnerina corumbae,11.7,NA
Steindachnerina dobula,16.3,NA
Steindachnerina elegans,10.6,NA
Steindachnerina fasciata,9.6,NA
Steindachnerina gracilis,7.3,NA
Steindachnerina guentheri,11.1,NA
Steindachnerina hypostoma,9.8,NA
Steindachnerina insculpta,16.1,48
Steindachnerina leucisca,15.1,NA
Steindachnerina notograptos,10.63,NA
Steindachnerina notonota,11,NA
Steindachnerina planiventris,8.7,NA
Steindachnerina pupula,9.9,NA
Steindachnerina quasimodoi,12.3,NA
Steindachnerina seriata,8.31,NA
Steindachnerina varii,9.4,NA
Stelgistrum beringianum,NA,NA
Stelgistrum concinnum,5.1,NA
Stelgistrum stejnegeri,9,NA
Stellerina xyosterna,16,NA
Stellifer brasiliensis,17,61
Stellifer chaoi,9.7,NA
Stellifer chrysoleuca,30,NA
Stellifer colonensis,15,NA
Stellifer ephelis,NA,NA
Stellifer ericymba,20.1,76
Stellifer fuerthii,20,NA
Stellifer griseus,18.1,NA
Stellifer illecebrosus,25,NA
Stellifer lanceolatus,20,NA
Stellifer magoi,11.5,NA
Stellifer mancorensis,20,NA
Stellifer melanocheir,15,NA
Stellifer microps,20,NA
Stellifer minor,25,NA
Stellifer naso,20,NA
Stellifer oscitans,25,NA
Stellifer pizarroensis,15,NA
Stellifer rastrifer,32.1,70.2
Stellifer stellifer,21,53.2
Stellifer venezuelae,20,NA
Stellifer walkeri,NA,NA
Stellifer wintersteenorum,20.3,93.1
Stellifer zestocarus,20,NA
Stemonidium hypomelas,22,NA
Stemonosudis bullisi,6.17,NA
Stemonosudis distans,2.28,NA
Stemonosudis elegans,5.5,NA
Stemonosudis elongata,11.7,NA
Stemonosudis gracilis,9.9,NA
Stemonosudis intermedia,15.2,NA
Stemonosudis macrura,15,NA
Stemonosudis miscella,5.45,NA
Stemonosudis molesta,14.6,NA
Stemonosudis rothschildi,23,NA
Stemonosudis siliquiventer,15.95,NA
Stenatherina panatela,11,NA
Stenobrachius leucopsarus,13,NA
Stenobrachius nannochir,11,NA
Stenodus leucichthys,150,40000
Stenodus nelma,150,NA
Stenogobius alleni,3.65,NA
Stenogobius beauforti,4.82,NA
Stenogobius blokzeyli,7.1,NA
Stenogobius caudimaculosus,6.99,NA
Stenogobius fehlmanni,7.51,NA
Stenogobius genivittatus,18,NA
Stenogobius gymnopomus,15,NA
Stenogobius hawaiiensis,11.43,NA
Stenogobius hoesei,6.08,NA
Stenogobius ingeri,6.87,NA
Stenogobius keletaona,8,NA
Stenogobius kenyae,12,NA
Stenogobius kyphosus,9.04,NA
Stenogobius lachneri,10,NA
Stenogobius laterisquamatus,20,NA
Stenogobius macropterus,7.31,NA
Stenogobius marinus,5.52,NA
Stenogobius marqueti,7.5,NA
Stenogobius mekongensis,6.91,NA
Stenogobius ophthalmoporus,14.21,NA
Stenogobius polyzona,15,NA
Stenogobius psilosinionus,9.65,NA
Stenogobius randalli,8.28,NA
Stenogobius squamosus,7.4,NA
Stenogobius watsoni,6.47,NA
Stenogobius yateiensis,6.75,NA
Stenogobius zurstrassenii,3.68,NA
Stenolebias bellus,3,NA
Stenolebias damascenoi,4,NA
Stenolicmus ix,1.9,NA
Stenolicmus sarmientoi,29.5,NA
Stenorynchoacrum xijiangensis,8.33,NA
Stenotomus caprinus,30,NA
Stenotomus chrysops,46,2060
Stephanoberyx monae,8.1,NA
Stephanolepis auratus,28,NA
Stephanolepis cirrhifer,30,NA
Stephanolepis diaspros,25,NA
Stephanolepis hispidus,27.5,NA
Stephanolepis setifer,20,NA
Stereolepis doederleini,200,84800
Stereolepis gigas,250,255600
Sternarchella calhamazon,18.54,NA
Sternarchella curvioperculata,25.3,NA
Sternarchella orthos,30,NA
Sternarchella schotti,40,NA
Sternarchella sima,40,NA
Sternarchella terminalis,22.4,NA
Sternarchogiton labiatus,21.4,NA
Sternarchogiton nattereri,25,NA
Sternarchogiton porcinum,30,NA
Sternarchogiton preto,21.3,NA
Sternarchogiton zuanoni,17.8,NA
Sternarchorhamphus muelleri,45.5,NA
Sternarchorhynchus axelrodi,60,NA
Sternarchorhynchus britskii,26.1,NA
Sternarchorhynchus caboclo,22.6,NA
Sternarchorhynchus chaoi,16.4,NA
Sternarchorhynchus cramptoni,33.1,NA
Sternarchorhynchus curumim,NA,NA
Sternarchorhynchus curvirostris,40.6,NA
Sternarchorhynchus freemani,20.1,NA
Sternarchorhynchus galibi,20,NA
Sternarchorhynchus gnomus,15.2,NA
Sternarchorhynchus goeldii,30.6,NA
Sternarchorhynchus hagedornae,24.9,NA
Sternarchorhynchus higuchii,24.6,NA
Sternarchorhynchus inpai,22.2,NA
Sternarchorhynchus jaimei,NA,NA
Sternarchorhynchus kokraimoro,19.7,NA
Sternarchorhynchus mareikeae,19.2,NA
Sternarchorhynchus marreroi,27.8,NA
Sternarchorhynchus mendesi,19.2,NA
Sternarchorhynchus mesensis,24.9,NA
Sternarchorhynchus montanus,22.6,NA
Sternarchorhynchus mormyrus,54,NA
Sternarchorhynchus oxyrhynchus,47,NA
Sternarchorhynchus retzeri,NA,NA
Sternarchorhynchus roseni,41.7,NA
Sternarchorhynchus schwassmanni,11.58,NA
Sternarchorhynchus severii,16.9,NA
Sternarchorhynchus starksi,37.4,NA
Sternarchorhynchus stewarti,22.9,NA
Sternarchorhynchus taphorni,31,NA
Sternarchorhynchus villasboasi,13.6,NA
Sternarchorhynchus yepezi,28,NA
Sternoptyx diaphana,5.5,NA
Sternoptyx obscura,4.5,NA
Sternoptyx pseudobscura,6,NA
Sternoptyx pseudodiaphana,6,NA
Sternopygus aequilabiatus,81,1500
Sternopygus arenatus,56,NA
Sternopygus astrabes,23.3,NA
Sternopygus branco,49.2,NA
Sternopygus castroi,19.6,NA
Sternopygus macrurus,140.5,NA
Sternopygus obtusirostris,56,250
Sternopygus pejeraton,50,NA
Sternopygus xingu,52.5,NA
Stethaprion crenatum,8.5,NA
Stethaprion erythrops,8.8,NA
Stethojulis albovittata,14,NA
Stethojulis balteata,15,NA
Stethojulis bandanensis,15,NA
Stethojulis interrupta,13,NA
Stethojulis maculata,16,NA
Stethojulis marquesensis,8.54,NA
Stethojulis notialis,7.39,NA
Stethojulis strigiventer,15,NA
Stethojulis terina,12.6,NA
Stethojulis trilineata,15,NA
Stethopristes eos,NA,NA
Sthenopus mollis,NA,NA
Stichaeopsis epallax,30,NA
Stichaeopsis nana,25,NA
Stichaeopsis nevelskoi,NA,NA
Stichaeus fuscus,7.82,NA
Stichaeus grigorjewi,60,NA
Stichaeus nozawae,60,NA
Stichaeus ochriamkini,40,NA
Stichaeus punctatus pulcherrimus,NA,NA
Stichaeus punctatus punctatus,22,NA
Sticharium clarkae,8,NA
Sticharium dorsale,9.5,NA
Stichonodon insignis,8,NA
Stictorhinus potamius,34.5,NA
Stigmatochromis macrorhynchos,12.82,NA
Stigmatochromis melanchros,16.07,NA
Stigmatochromis modestus,25,NA
Stigmatochromis pholidophorus,10.8,NA
Stigmatochromis pleurospilus,9,NA
Stigmatochromis woodi,25,NA
Stigmatogobius borneensis,7,NA
Stigmatogobius elegans,4.1,NA
Stigmatogobius minima,2,NA
Stigmatogobius pleurostigma,6.4,NA
Stigmatogobius sadanundio,9,NA
Stigmatogobius sella,4,NA
Stigmatogobius signifer,3.4,NA
Stigmatopora argus,25.4,NA
Stigmatopora macropterygia,34.95,NA
Stigmatopora narinosa,15,NA
Stigmatopora nigra,16.2,NA
Stipecampus cristatus,22,NA
Stiphodon alcedo,4.34,NA
Stiphodon allen,5,NA
Stiphodon annieae,2.27,NA
Stiphodon astilbos,3.85,NA
Stiphodon atratus,6,NA
Stiphodon atropurpureus,5,NA
Stiphodon aureofuscus,2.65,NA
Stiphodon aureorostrum,5.25,NA
Stiphodon birdsong,2.29,NA
Stiphodon caeruleus,3.9,NA
Stiphodon carisa,3.67,NA
Stiphodon discotorquatus,2.61,NA
Stiphodon elegans,5.2,NA
Stiphodon hydoreibatus,3,NA
Stiphodon imperiorientis,5.01,NA
Stiphodon julieni,5,NA
Stiphodon kalfatak,2.29,NA
Stiphodon larson,3.14,NA
Stiphodon maculidorsalis,5.48,NA
Stiphodon martenstyni,3.45,NA
Stiphodon mele,3,NA
Stiphodon multisquamus,8,NA
Stiphodon niraikanaiensis,3.66,NA
Stiphodon oatea,2.82,NA
Stiphodon ornatus,5.25,NA
Stiphodon palawanensis,6.39,NA
Stiphodon pelewensis,4.09,NA
Stiphodon percnopterygionus,3.74,NA
Stiphodon pulchellus,5.99,NA
Stiphodon rubromaculatus,3,NA
Stiphodon rutilaureus,4.5,NA
Stiphodon sapphirinus,3.04,NA
Stiphodon semoni,4.58,NA
Stiphodon surrufus,2.09,NA
Stiphodon tuivi,3.22,NA
Stiphodon weberi,4.34,NA
Stiphodon zebrinus,2.27,NA
Stlengis distoechus,NA,NA
Stlengis misakia,8,NA
Stlengis osensis,4,NA
Stokellia anisodon,7.6,NA
Stolephorus advenus,7.2,NA
Stolephorus andhraensis,5,NA
Stolephorus apiensis,6,NA
Stolephorus baganensis,10,NA
Stolephorus brachycephalus,4.2,NA
Stolephorus carpentariae,5,NA
Stolephorus chinensis,9,NA
Stolephorus commersonnii,10,NA
Stolephorus dubiosus,7.5,NA
Stolephorus holodon,8,NA
Stolephorus indicus,15.5,NA
Stolephorus insularis,8,NA
Stolephorus multibranchus,6,NA
Stolephorus nelsoni,7.4,NA
Stolephorus pacificus,7.7,NA
Stolephorus ronquilloi,5.3,NA
Stolephorus shantungensis,5.8,NA
Stolephorus teguhi,7.7,NA
Stolephorus tri,9.5,NA
Stolephorus waitei,9.4,NA
Stolothrissa tanganicae,10,NA
Stomatepia mariae,12,NA
Stomatepia mongo,10.1,NA
Stomatepia pindu,9.1,NA
Stomatorhinus ater,9.2,NA
Stomatorhinus corneti,10,NA
Stomatorhinus fuliginosus,5,NA
Stomatorhinus humilior,8,NA
Stomatorhinus ivindoensis,5.6,NA
Stomatorhinus kununguensis,8.6,NA
Stomatorhinus microps,9,NA
Stomatorhinus patrizii,6,NA
Stomatorhinus polli,6.4,NA
Stomatorhinus polylepis,11,NA
Stomatorhinus puncticulatus,8.7,NA
Stomatorhinus schoutedeni,5.4,NA
Stomatorhinus walkeri,9,NA
Stomias affinis,21.9,NA
Stomias atriventer,25,NA
Stomias boa boa,32.2,NA
Stomias boa ferox,30,NA
Stomias brevibarbatus,20.4,NA
Stomias colubrinus,40,NA
Stomias danae,NA,NA
Stomias gracilis,26,NA
Stomias lampropeltis,29.7,NA
Stomias longibarbatus,43,NA
Stomias nebulosus,18,NA
