county,year,month,births
"DuPage County, IL",2019,March,335
"DuPage County, IL",2019,April,340
"DuPage County, IL",2019,May,342
"DuPage County, IL",2019,June,325
"DuPage County, IL",2019,July,309
"DuPage County, IL",2019,August,325
"DuPage County, IL",2019,September,326
"DuPage County, IL",2019,October,296
"DuPage County, IL",2019,November,289
"DuPage County, IL",2019,December,301
"Kane County, IL",2016,January,226
"Kane County, IL",2016,February,186
"Kane County, IL",2016,March,243
"Kane County, IL",2016,April,179
"Kane County, IL",2016,May,210
"Kane County, IL",2016,June,203
"Kane County, IL",2016,July,197
"Kane County, IL",2016,August,238
"Kane County, IL",2016,September,226
"Kane County, IL",2016,October,240
"Kane County, IL",2016,November,204
"Kane County, IL",2016,December,207
"Kane County, IL",2017,January,213
"Kane County, IL",2017,February,175
"Kane County, IL",2017,March,222
"Kane County, IL",2017,April,206
"Kane County, IL",2017,May,202
"Kane County, IL",2017,June,225
"Kane County, IL",2017,July,221
"Kane County, IL",2017,August,228
"Kane County, IL",2017,September,217
"Kane County, IL",2017,October,192
"Kane County, IL",2017,November,211
"Kane County, IL",2017,December,179
"Kane County, IL",2018,January,203
"Kane County, IL",2018,February,200
"Kane County, IL",2018,March,194
"Kane County, IL",2018,April,219
"Kane County, IL",2018,May,214
"Kane County, IL",2018,June,228
"Kane County, IL",2018,July,220
"Kane County, IL",2018,August,193
"Kane County, IL",2018,September,220
"Kane County, IL",2018,October,195
"Kane County, IL",2018,November,179
"Kane County, IL",2018,December,197
"Kane County, IL",2019,January,177
"Kane County, IL",2019,February,173
"Kane County, IL",2019,March,196
"Kane County, IL",2019,April,170
"Kane County, IL",2019,May,189
"Kane County, IL",2019,June,180
"Kane County, IL",2019,July,212
"Kane County, IL",2019,August,207
"Kane County, IL",2019,September,200
"Kane County, IL",2019,October,205
"Kane County, IL",2019,November,163
"Kane County, IL",2019,December,142
"Kankakee County, IL",2016,January,38
"Kankakee County, IL",2016,February,32
"Kankakee County, IL",2016,March,42
"Kankakee County, IL",2016,April,56
"Kankakee County, IL",2016,May,49
"Kankakee County, IL",2016,June,37
"Kankakee County, IL",2016,July,53
"Kankakee County, IL",2016,August,46
"Kankakee County, IL",2016,September,47
"Kankakee County, IL",2016,October,39
"Kankakee County, IL",2016,November,25
"Kankakee County, IL",2016,December,42
"Kankakee County, IL",2017,January,46
"Kankakee County, IL",2017,February,25
"Kankakee County, IL",2017,March,50
"Kankakee County, IL",2017,April,36
"Kankakee County, IL",2017,May,42
"Kankakee County, IL",2017,June,45
"Kankakee County, IL",2017,July,45
"Kankakee County, IL",2017,August,38
"Kankakee County, IL",2017,September,43
"Kankakee County, IL",2017,October,35
"Kankakee County, IL",2017,November,34
"Kankakee County, IL",2017,December,40
"Kankakee County, IL",2018,January,39
"Kankakee County, IL",2018,February,38
"Kankakee County, IL",2018,March,38
"Kankakee County, IL",2018,April,41
"Kankakee County, IL",2018,May,47
"Kankakee County, IL",2018,June,39
"Kankakee County, IL",2018,July,50
"Kankakee County, IL",2018,August,45
"Kankakee County, IL",2018,September,43
"Kankakee County, IL",2018,October,34
"Kankakee County, IL",2018,November,29
"Kankakee County, IL",2018,December,29
"Kankakee County, IL",2019,January,35
"Kankakee County, IL",2019,February,31
"Kankakee County, IL",2019,March,37
"Kankakee County, IL",2019,April,27
"Kankakee County, IL",2019,May,45
"Kankakee County, IL",2019,June,38
"Kankakee County, IL",2019,July,43
"Kankakee County, IL",2019,August,41
"Kankakee County, IL",2019,September,46
"Kankakee County, IL",2019,October,43
"Kankakee County, IL",2019,November,35
"Kankakee County, IL",2019,December,30
"Kendall County, IL",2016,January,44
"Kendall County, IL",2016,February,31
"Kendall County, IL",2016,March,40
"Kendall County, IL",2016,April,51
"Kendall County, IL",2016,May,63
"Kendall County, IL",2016,June,45
"Kendall County, IL",2016,July,66
"Kendall County, IL",2016,August,50
"Kendall County, IL",2016,September,36
"Kendall County, IL",2016,October,51
"Kendall County, IL",2016,November,37
"Kendall County, IL",2016,December,47
"Kendall County, IL",2017,January,41
"Kendall County, IL",2017,February,47
"Kendall County, IL",2017,March,37
"Kendall County, IL",2017,April,34
"Kendall County, IL",2017,May,50
"Kendall County, IL",2017,June,46
"Kendall County, IL",2017,July,38
"Kendall County, IL",2017,August,40
"Kendall County, IL",2017,September,42
"Kendall County, IL",2017,October,57
"Kendall County, IL",2017,November,36
"Kendall County, IL",2017,December,31
"Kendall County, IL",2018,January,39
"Kendall County, IL",2018,February,44
"Kendall County, IL",2018,March,52
"Kendall County, IL",2018,April,46
"Kendall County, IL",2018,May,51
"Kendall County, IL",2018,June,49
"Kendall County, IL",2018,July,49
"Kendall County, IL",2018,August,49
"Kendall County, IL",2018,September,43
"Kendall County, IL",2018,October,39
"Kendall County, IL",2018,November,39
"Kendall County, IL",2018,December,38
"Kendall County, IL",2019,January,39
"Kendall County, IL",2019,February,32
"Kendall County, IL",2019,March,45
"Kendall County, IL",2019,April,33
"Kendall County, IL",2019,May,35
"Kendall County, IL",2019,June,59
"Kendall County, IL",2019,July,36
"Kendall County, IL",2019,August,49
"Kendall County, IL",2019,September,49
"Kendall County, IL",2019,October,31
"Kendall County, IL",2019,November,29
"Kendall County, IL",2019,December,38
"Lake County, IL",2016,January,255
"Lake County, IL",2016,February,271
"Lake County, IL",2016,March,255
"Lake County, IL",2016,April,278
"Lake County, IL",2016,May,265
"Lake County, IL",2016,June,289
"Lake County, IL",2016,July,253
"Lake County, IL",2016,August,275
"Lake County, IL",2016,September,288
"Lake County, IL",2016,October,238
"Lake County, IL",2016,November,250
"Lake County, IL",2016,December,253
"Lake County, IL",2017,January,224
"Lake County, IL",2017,February,214
"Lake County, IL",2017,March,249
"Lake County, IL",2017,April,263
"Lake County, IL",2017,May,259
"Lake County, IL",2017,June,241
"Lake County, IL",2017,July,248
"Lake County, IL",2017,August,248
"Lake County, IL",2017,September,286
"Lake County, IL",2017,October,237
"Lake County, IL",2017,November,238
"Lake County, IL",2017,December,227
"Lake County, IL",2018,January,212
"Lake County, IL",2018,February,193
"Lake County, IL",2018,March,233
"Lake County, IL",2018,April,222
"Lake County, IL",2018,May,269
"Lake County, IL",2018,June,210
"Lake County, IL",2018,July,231
"Lake County, IL",2018,August,251
"Lake County, IL",2018,September,239
"Lake County, IL",2018,October,227
"Lake County, IL",2018,November,240
"Lake County, IL",2018,December,205
"Lake County, IL",2019,January,213
"Lake County, IL",2019,February,217
"Lake County, IL",2019,March,213
"Lake County, IL",2019,April,238
"Lake County, IL",2019,May,227
"Lake County, IL",2019,June,186
"Lake County, IL",2019,July,213
"Lake County, IL",2019,August,217
"Lake County, IL",2019,September,222
"Lake County, IL",2019,October,237
"Lake County, IL",2019,November,193
"Lake County, IL",2019,December,218
"LaSalle County, IL",2016,January,32
"LaSalle County, IL",2016,February,43
"LaSalle County, IL",2016,March,58
"LaSalle County, IL",2016,April,47
"LaSalle County, IL",2016,May,39
"LaSalle County, IL",2016,June,47
"LaSalle County, IL",2016,July,53
"LaSalle County, IL",2016,August,47
"LaSalle County, IL",2016,September,51
"LaSalle County, IL",2016,October,59
"LaSalle County, IL",2016,November,54
"LaSalle County, IL",2016,December,47
"LaSalle County, IL",2017,January,51
"LaSalle County, IL",2017,February,29
"LaSalle County, IL",2017,March,43
"LaSalle County, IL",2017,April,41
"LaSalle County, IL",2017,May,41
"LaSalle County, IL",2017,June,42
"LaSalle County, IL",2017,July,55
"LaSalle County, IL",2017,August,33
"LaSalle County, IL",2017,September,41
"LaSalle County, IL",2017,October,40
"LaSalle County, IL",2017,November,49
"LaSalle County, IL",2017,December,46
"LaSalle County, IL",2018,January,32
"LaSalle County, IL",2018,February,36
"LaSalle County, IL",2018,March,34
"LaSalle County, IL",2018,April,32
"LaSalle County, IL",2018,May,43
"LaSalle County, IL",2018,June,51
"LaSalle County, IL",2018,July,35
"LaSalle County, IL",2018,August,42
"LaSalle County, IL",2018,September,38
"LaSalle County, IL",2018,October,28
"LaSalle County, IL",2018,November,39
"LaSalle County, IL",2018,December,44
"LaSalle County, IL",2019,January,37
"LaSalle County, IL",2019,February,38
"LaSalle County, IL",2019,March,34
"LaSalle County, IL",2019,April,32
"LaSalle County, IL",2019,May,37
"LaSalle County, IL",2019,June,48
"LaSalle County, IL",2019,July,49
"LaSalle County, IL",2019,August,33
"LaSalle County, IL",2019,September,40
"LaSalle County, IL",2019,October,41
"LaSalle County, IL",2019,November,32
"LaSalle County, IL",2019,December,40
"McHenry County, IL",2016,January,119
"McHenry County, IL",2016,February,96
"McHenry County, IL",2016,March,109
"McHenry County, IL",2016,April,95
"McHenry County, IL",2016,May,116
"McHenry County, IL",2016,June,98
"McHenry County, IL",2016,July,112
"McHenry County, IL",2016,August,121
"McHenry County, IL",2016,September,107
"McHenry County, IL",2016,October,100
"McHenry County, IL",2016,November,123
"McHenry County, IL",2016,December,118
"McHenry County, IL",2017,January,96
"McHenry County, IL",2017,February,92
"McHenry County, IL",2017,March,88
"McHenry County, IL",2017,April,111
"McHenry County, IL",2017,May,115
"McHenry County, IL",2017,June,140
"McHenry County, IL",2017,July,119
"McHenry County, IL",2017,August,121
"McHenry County, IL",2017,September,112
"McHenry County, IL",2017,October,91
"McHenry County, IL",2017,November,70
"McHenry County, IL",2017,December,90
"McHenry County, IL",2018,January,82
"McHenry County, IL",2018,February,91
"McHenry County, IL",2018,March,92
"McHenry County, IL",2018,April,79
"McHenry County, IL",2018,May,92
"McHenry County, IL",2018,June,83
"McHenry County, IL",2018,July,96
"McHenry County, IL",2018,August,87
"McHenry County, IL",2018,September,91
"McHenry County, IL",2018,October,97
"McHenry County, IL",2018,November,85
"McHenry County, IL",2018,December,91
"McHenry County, IL",2019,January,85
"McHenry County, IL",2019,February,80
"McHenry County, IL",2019,March,88
"McHenry County, IL",2019,April,80
"McHenry County, IL",2019,May,96
"McHenry County, IL",2019,June,78
"McHenry County, IL",2019,July,87
"McHenry County, IL",2019,August,111
"McHenry County, IL",2019,September,84
"McHenry County, IL",2019,October,82
"McHenry County, IL",2019,November,91
"McHenry County, IL",2019,December,81
"McLean County, IL",2016,January,71
"McLean County, IL",2016,February,55
"McLean County, IL",2016,March,65
"McLean County, IL",2016,April,73
"McLean County, IL",2016,May,71
"McLean County, IL",2016,June,59
"McLean County, IL",2016,July,64
"McLean County, IL",2016,August,71
"McLean County, IL",2016,September,64
"McLean County, IL",2016,October,62
"McLean County, IL",2016,November,54
"McLean County, IL",2016,December,48
"McLean County, IL",2017,January,66
"McLean County, IL",2017,February,60
"McLean County, IL",2017,March,66
"McLean County, IL",2017,April,51
"McLean County, IL",2017,May,57
"McLean County, IL",2017,June,71
"McLean County, IL",2017,July,66
"McLean County, IL",2017,August,68
"McLean County, IL",2017,September,56
"McLean County, IL",2017,October,62
"McLean County, IL",2017,November,43
"McLean County, IL",2017,December,52
"McLean County, IL",2018,January,57
"McLean County, IL",2018,February,45
"McLean County, IL",2018,March,62
"McLean County, IL",2018,April,44
"McLean County, IL",2018,May,55
"McLean County, IL",2018,June,62
"McLean County, IL",2018,July,55
"McLean County, IL",2018,August,56
"McLean County, IL",2018,September,54
"McLean County, IL",2018,October,44
"McLean County, IL",2018,November,50
"McLean County, IL",2018,December,48
"McLean County, IL",2019,January,45
"McLean County, IL",2019,February,44
"McLean County, IL",2019,March,53
"McLean County, IL",2019,April,52
"McLean County, IL",2019,May,57
"McLean County, IL",2019,June,52
"McLean County, IL",2019,July,65
"McLean County, IL",2019,August,65
"McLean County, IL",2019,September,59
"McLean County, IL",2019,October,36
"McLean County, IL",2019,November,30
"McLean County, IL",2019,December,59
"Macon County, IL",2016,January,43
"Macon County, IL",2016,February,44
"Macon County, IL",2016,March,30
"Macon County, IL",2016,April,43
"Macon County, IL",2016,May,38
"Macon County, IL",2016,June,49
"Macon County, IL",2016,July,60
"Macon County, IL",2016,August,36
"Macon County, IL",2016,September,52
"Macon County, IL",2016,October,40
"Macon County, IL",2016,November,43
"Macon County, IL",2016,December,43
"Macon County, IL",2017,January,41
"Macon County, IL",2017,February,36
"Macon County, IL",2017,March,35
"Macon County, IL",2017,April,39
"Macon County, IL",2017,May,32
"Macon County, IL",2017,June,32
"Macon County, IL",2017,July,55
"Macon County, IL",2017,August,42
"Macon County, IL",2017,September,52
"Macon County, IL",2017,October,39
"Macon County, IL",2017,November,26
"Macon County, IL",2017,December,53
"Macon County, IL",2018,January,41
"Macon County, IL",2018,February,37
"Macon County, IL",2018,March,44
"Macon County, IL",2018,April,36
"Macon County, IL",2018,May,41
"Macon County, IL",2018,June,33
"Macon County, IL",2018,July,40
"Macon County, IL",2018,August,44
"Macon County, IL",2018,September,37
"Macon County, IL",2018,October,39
"Macon County, IL",2018,November,50
"Macon County, IL",2018,December,24
"Macon County, IL",2019,January,42
"Macon County, IL",2019,February,39
"Macon County, IL",2019,March,37
"Macon County, IL",2019,April,35
"Macon County, IL",2019,May,29
"Macon County, IL",2019,June,30
"Macon County, IL",2019,July,41
"Macon County, IL",2019,August,24
"Macon County, IL",2019,September,50
"Macon County, IL",2019,October,31
"Macon County, IL",2019,November,36
"Macon County, IL",2019,December,37
"Madison County, IL",2016,January,83
"Madison County, IL",2016,February,75
"Madison County, IL",2016,March,85
"Madison County, IL",2016,April,78
"Madison County, IL",2016,May,85
"Madison County, IL",2016,June,92
"Madison County, IL",2016,July,85
"Madison County, IL",2016,August,106
"Madison County, IL",2016,September,86
"Madison County, IL",2016,October,79
"Madison County, IL",2016,November,69
"Madison County, IL",2016,December,77
"Madison County, IL",2017,January,87
"Madison County, IL",2017,February,73
"Madison County, IL",2017,March,60
"Madison County, IL",2017,April,75
"Madison County, IL",2017,May,90
"Madison County, IL",2017,June,76
"Madison County, IL",2017,July,92
"Madison County, IL",2017,August,86
"Madison County, IL",2017,September,75
"Madison County, IL",2017,October,96
"Madison County, IL",2017,November,61
"Madison County, IL",2017,December,83
"Madison County, IL",2018,January,85
"Madison County, IL",2018,February,74
"Madison County, IL",2018,March,100
"Madison County, IL",2018,April,70
"Madison County, IL",2018,May,95
"Madison County, IL",2018,June,72
"Madison County, IL",2018,July,75
"Madison County, IL",2018,August,80
"Madison County, IL",2018,September,63
"Madison County, IL",2018,October,81
"Madison County, IL",2018,November,66
"Madison County, IL",2018,December,76
"Madison County, IL",2019,January,64
"Madison County, IL",2019,February,61
"Madison County, IL",2019,March,61
"Madison County, IL",2019,April,76
"Madison County, IL",2019,May,77
